Review,Variable,Description_prompt,Answer_select,NR,SET,Title,Authors,Venue,Year,Filename,Goldstandard1_value,Goldstandard2_value,Match,Consensus_value
Morrison_2024,Data shared,"Whether the raw data used for analyses presented in the article has been shared either in supplementary materials, or as a link to an external file repository. If data is available on
 request, it will be coded as “No”","Predefined list (select one answer): yes, no",1,DEV,Anxiety-related behavior and associated brain transcriptome and epigenome alterations in adult female zebrafish exposed to atrazine during embryogenesis,"Katharine A Horzmann, Li F Lin, Boghos Taslakjian, Chongli Yuan, Jennifer L Freeman, James Lazorchak",Chemosphere,2022,horzmann_2022.pdf,no,yes,FALSE,yes
Morrison_2024,Data shared,"Whether the raw data used for analyses presented in the article has been shared either in supplementary materials, or as a link to an external file repository. If data is available on
 request, it will be coded as “No”","Predefined list (select one answer): yes, no",2,DEV,"Atrazine and Diuron Effects on Survival, Embryo Development, and Behavior in Larvae and Adult Zebrafish","Amanda B Zaluski, Melissa T Wiprich, Luiza F De Almeida, Andressa P De Azevedo, Carla D Bonan, Monica R M Vianna, Orcid Org",Frontiers in Pharmacology,2022,zaluski_2022.pdf,no,no,TRUE,no
Morrison_2024,Data shared,"Whether the raw data used for analyses presented in the article has been shared either in supplementary materials, or as a link to an external file repository. If data is available on
 request, it will be coded as “No”","Predefined list (select one answer): yes, no",3,DEV,HUMIC MATERIAL CHANGES EFFECTS OF TERBUTYLAZINE ON BEHAVIOR OF ZEBRAFISH (BRACHYDANIO RERIO),"R Lorenz I, R Brtiggemann, C E W Steinberg, O H Spieser",,1996,lorenz_1996.pdf,no,no,TRUE,no
Morrison_2024,Data shared,"Whether the raw data used for analyses presented in the article has been shared either in supplementary materials, or as a link to an external file repository. If data is available on
 request, it will be coded as “No”","Predefined list (select one answer): yes, no",4,DEV,Rotenone impairs oxidant/antioxidant balance both in brain and intestines in zebrafish,"Ismail € Unal, Unsal V € Ust€ Unda, Perihan S Ates ¸a, Gizem E Gilmezer, Ahmet A Alturfan, T€ Urkan, Yi Gitbas, Ebru Emekli-Alturfan",International Journal of Neuroscience,2018,unal_2019.pdf,no,no,TRUE,no
Morrison_2024,Data shared,"Whether the raw data used for analyses presented in the article has been shared either in supplementary materials, or as a link to an external file repository. If data is available on
 request, it will be coded as “No”","Predefined list (select one answer): yes, no",5,DEV,Synthetic organic chemicals (flame retardants and pesticides) with neurotoxic potential induced behavioral impairment on zebrafish (Danio rerio): a non-invasive approach for neurotoxicology,"Zongming Ren, Rama-Krishnan Poopal, Mathan Ramesh, Bruno Nunes",Environmental science and pollution research international,2021,ren_2021.pdf,yes,yes,TRUE,yes
Morrison_2024,Data shared,"Whether the raw data used for analyses presented in the article has been shared either in supplementary materials, or as a link to an external file repository. If data is available on
 request, it will be coded as “No”","Predefined list (select one answer): yes, no",6,DEV,Vitamin C Mitigates Oxidative Stress and Behavioral Impairments Induced by Deltamethrin and Lead Toxicity in Zebrafish,"Emanuela Paduraru, Elena-Iulia Flocea, Carlo C Lazad, Ira-Adeline Simionov, Mircea Nicoara, Alin Ciobica, Caterina Faggio, Roxana Jijie",International Journal of Molecular Sciences,2021,paduraru_2021.pdf,no,no,TRUE,no
Morrison_2024,Data shared,"Whether the raw data used for analyses presented in the article has been shared either in supplementary materials, or as a link to an external file repository. If data is available on
 request, it will be coded as “No”","Predefined list (select one answer): yes, no",7,DEV,Waterborne Exposure of Paclobutrazol at Environmental Relevant Concentration Induce Locomotion Hyperactivity in Larvae and Anxiolytic Exploratory Behavior in Adult Zebrafish,"Akhlaq Hussain, Gilbert Audira, Petrus Siregar, Yi-Chen Lin, Omar Villalobos, Oliver Villaflores, Wen-Der Wang, Chung-Der Hsiao",International Journal of Environmental Research and Public Health,2020,hussain_2020.pdf,no,no,TRUE,no
Morrison_2024,Data shared,"Whether the raw data used for analyses presented in the article has been shared either in supplementary materials, or as a link to an external file repository. If data is available on
 request, it will be coded as “No”","Predefined list (select one answer): yes, no",8,DEV,"Zebrafish Parkinson's Model: Rotenone decrease motility, Dopamine, and increase α-synuclein Aggregation and Apoptosis of Zebrafish Brain","Husnul Khotimah, Sutiman B Sumitro, M Aris Widodo",-,-,khotimah_2015.pdf,no,no,TRUE,no
Morrison_2024,Data shared,"Whether the raw data used for analyses presented in the article has been shared either in supplementary materials, or as a link to an external file repository. If data is available on
 request, it will be coded as “No”","Predefined list (select one answer): yes, no",9,TEST,Behavioral effects of triadimefon in zebrafish are associated with alterations of the dopaminergic and serotonergic pathways,"Susana Paredes-Zúñiga, Nils Trost, Javiera F De La Paz, Julio Alcayaga, Miguel L Allende",Progress in Neuro-psychopharmacology and Biological Psychiatry,2019,zuniga_2019.pdf,no,no,TRUE,no
Morrison_2024,Data shared,"Whether the raw data used for analyses presented in the article has been shared either in supplementary materials, or as a link to an external file repository. If data is available on
 request, it will be coded as “No”","Predefined list (select one answer): yes, no",10,TEST,Carbofuran induces increased anxiety-like behaviors in female zebrafish (Danio rerio) through disturbing dopaminergic/ norepinephrinergic system,"Shuang Liu, Miao Yu, Xincen Xie, Yiran Ru, Shaoguo Ru, David Volz",-,-,liu_2020.pdf,no,no,TRUE,no
Morrison_2024,Data shared,"Whether the raw data used for analyses presented in the article has been shared either in supplementary materials, or as a link to an external file repository. If data is available on
 request, it will be coded as “No”","Predefined list (select one answer): yes, no",11,TEST,"Embryonic atrazine exposure and later in life behavioral and brain transcriptomic, epigenetic, and pathological alterations in adult male zebrafish","Katharine A Horzmann, Li F Lin, Boghos Taslakjian, Chongli Yuan, Jennifer L Freeman",Cell Biology and Toxicology,2020,horzmann_2022.pdf,no,no,TRUE,no
Morrison_2024,Data shared,"Whether the raw data used for analyses presented in the article has been shared either in supplementary materials, or as a link to an external file repository. If data is available on
 request, it will be coded as “No”","Predefined list (select one answer): yes, no",12,TEST,Neurobehavioral Impairments Caused by Developmental Imidacloprid Exposure in Zebrafish,"Emily B Crosby, Jordan M Bailey, Anthony N Oliveri, Edward D Levin",Neurotoxicology and Teratology,2015,crosby_2015.pdf,no,no,TRUE,no
Morrison_2024,Data shared,"Whether the raw data used for analyses presented in the article has been shared either in supplementary materials, or as a link to an external file repository. If data is available on
 request, it will be coded as “No”","Predefined list (select one answer): yes, no",13,TEST,Quantitative assessment of cypermethrin induced behavioural and biochemical anomalies in adult zebrafish,"Shubham Nema, Yogesh Bhargava",Neurotoxicology and Teratology,2018,nema_2018.pdf,no,no,TRUE,no
Morrison_2024,Data shared,"Whether the raw data used for analyses presented in the article has been shared either in supplementary materials, or as a link to an external file repository. If data is available on
 request, it will be coded as “No”","Predefined list (select one answer): yes, no",14,TEST,The organophosphate insecticide diazinon and aging: Neurobehavioral and mitochondrial effects in zebrafish exposed as embryos or during aging,"Jonna Boyda, Andrew B Hawkey, Zade R Holloway, Rafael Trevisan, Richard T Di Giulio, Edward D Levin, G A Richardson",Neurotoxicology and Teratology,2021,boyda_2021.pdf,no,no,TRUE,no
Morrison_2024,Data shared,"Whether the raw data used for analyses presented in the article has been shared either in supplementary materials, or as a link to an external file repository. If data is available on
 request, it will be coded as “No”","Predefined list (select one answer): yes, no",15,TEST,"Tributyltin enhanced anxiety of adult male zebrafish through elevating cortisol level and disruption in serotonin, dopamine and gamma-aminobutyric acid neurotransmitter pathways","Xin Tu, Ying-Wen Li, Qi-Liang Chen, Yan-Jun Shen, Zhi-Hao Liu",Ecotoxicology and Environmental Safety,2020,tu_2020.pdf,no,no,TRUE,no
Morrison_2024,Data shared,"Whether the raw data used for analyses presented in the article has been shared either in supplementary materials, or as a link to an external file repository. If data is available on
 request, it will be coded as “No”","Predefined list (select one answer): yes, no",16,TEST,Zebrafish provide a sensitive model of persisting neurobehavioral effects of developmental chlorpyrifos exposure: Comparison with nicotine and pilocarpine effects and relationship to dopamine deficits,"Donnie Eddins, Daniel Cerutti, Paul Williams, Elwood Linney, Edward D Levin",Neurotoxicology and Teratology,2010,eddins_2010.pdf,no,no,TRUE,no
Morrison_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): yes, no",1,DEV,Anxiety-related behavior and associated brain transcriptome and epigenome alterations in adult female zebrafish exposed to atrazine during embryogenesis,"Katharine A Horzmann, Li F Lin, Boghos Taslakjian, Chongli Yuan, Jennifer L Freeman, James Lazorchak",Chemosphere,2022,horzmann_2022.pdf,no,no,TRUE,no
Morrison_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): yes, no",2,DEV,"Atrazine and Diuron Effects on Survival, Embryo Development, and Behavior in Larvae and Adult Zebrafish","Amanda B Zaluski, Melissa T Wiprich, Luiza F De Almeida, Andressa P De Azevedo, Carla D Bonan, Monica R M Vianna, Orcid Org",Frontiers in Pharmacology,2022,zaluski_2022.pdf,no,no,TRUE,no
Morrison_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): yes, no",3,DEV,HUMIC MATERIAL CHANGES EFFECTS OF TERBUTYLAZINE ON BEHAVIOR OF ZEBRAFISH (BRACHYDANIO RERIO),"R Lorenz I, R Brtiggemann, C E W Steinberg, O H Spieser",,1996,lorenz_1996.pdf,no,no,TRUE,no
Morrison_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): yes, no",4,DEV,Rotenone impairs oxidant/antioxidant balance both in brain and intestines in zebrafish,"Ismail € Unal, Unsal V € Ust€ Unda, Perihan S Ates ¸a, Gizem E Gilmezer, Ahmet A Alturfan, T€ Urkan, Yi Gitbas, Ebru Emekli-Alturfan",International Journal of Neuroscience,2018,unal_2019.pdf,no,no,TRUE,no
Morrison_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): yes, no",5,DEV,Synthetic organic chemicals (flame retardants and pesticides) with neurotoxic potential induced behavioral impairment on zebrafish (Danio rerio): a non-invasive approach for neurotoxicology,"Zongming Ren, Rama-Krishnan Poopal, Mathan Ramesh, Bruno Nunes",Environmental science and pollution research international,2021,ren_2021.pdf,no,no,TRUE,no
Morrison_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): yes, no",6,DEV,Vitamin C Mitigates Oxidative Stress and Behavioral Impairments Induced by Deltamethrin and Lead Toxicity in Zebrafish,"Emanuela Paduraru, Elena-Iulia Flocea, Carlo C Lazad, Ira-Adeline Simionov, Mircea Nicoara, Alin Ciobica, Caterina Faggio, Roxana Jijie",International Journal of Molecular Sciences,2021,paduraru_2021.pdf,no,no,TRUE,no
Morrison_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): yes, no",7,DEV,Waterborne Exposure of Paclobutrazol at Environmental Relevant Concentration Induce Locomotion Hyperactivity in Larvae and Anxiolytic Exploratory Behavior in Adult Zebrafish,"Akhlaq Hussain, Gilbert Audira, Petrus Siregar, Yi-Chen Lin, Omar Villalobos, Oliver Villaflores, Wen-Der Wang, Chung-Der Hsiao",International Journal of Environmental Research and Public Health,2020,hussain_2020.pdf,no,no,TRUE,no
Morrison_2024,Registered protocol,"Whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): yes, no",8,DEV,"Zebrafish Parkinson's Model: Rotenone decrease motility, Dopamine, and increase α-synuclein Aggregation and Apoptosis of Zebrafish Brain","Husnul Khotimah, Sutiman B Sumitro, M Aris Widodo",-,-,khotimah_2015.pdf,no,no,TRUE,no
