Review,SET,Date,Person,Variable_nr,Iteration,Column_name,Instructions,Answer_structure,Notes,N_correct,N_incorrect,Censor
Pollo_2024,DEV,11-Apr-25,ML,8,3,Funding sources,"The article acknowledges organisations that funded or supported the work presented in the article. Select ""yes"" answer, if the article mentions research grants or institutions supporting the authors (which could be just shown as the initials of the authors and grant numbers/codes), usually in an Acknowledgements sections or in a dedicated Funding section. Select one answer only.","Predefined list (select one
answer): yes, no",Agreement: 2/8,2,6,0
Pollo_2024,DEV,11-Apr-25,ML,8,4,Funding sources,"Whether there is a mention of any funding or support from external organisations. Select ""yes"" answer if the article mentions research grants or institutions supporting the authors (which could be just shown as the initials of the authors and grant numbers/codes), usually in an Acknowledgements sections or in a dedicated Funding section (for example, ""Financial support was provided through grant"","" Research related to this article was funded by…"", ""is funded by… "", ""is supported by the …""). Select one answer only.","Predefined list (select one
answer): yes, no",Agreement: 1/8,1,7,0
Pollo_2024,DEV,11-Apr-25,ML,8,5,Funding sources,"Whether there is any indication that the research was funded or supported by an external organization, institution, grant, or sponsor. Code as a ""yes"" answer any explicit or implicit mention of external funding, support, or acknowledgment of resources or assistance that enabled the research to be conducted, for example acknowledgments of: financial support (e.g., grants, fellowships, awards, institutional funds), Research funding agencies (e.g., national science foundations, health research councils, private foundations), Government funding (e.g., ministries, departments, public research funding programs), Industry or corporate sponsorship, Non-profit organization support.
Code as a ""yes"" answer any common phrases and variations that may indicate funding or support, for example: ""This work was supported by..."", ""Financial support was provided through..."", ""This project was funded by..."", ""Research related to this article was funded by..."", ""This research is part of a project supported by..."", ""The authors received funding from..."", ""Supported by the [Name of Organization/Agency]"", ""Funding was received from..."", ""This work was carried out under the funding provided by..."", ""[Author] was supported by..."", ""The study was made possible by funding from..."". Code as a ""yes"" answer any mentions of grant numbers, project IDs, or funding references. Code as a ""yes"" answer any acknowledgments of research programs or consortia noted to be externally funded. 
Code as a ""yes"" answer any mentions that researchers were affiliated with funded programs or centers during the work. Funding acknowledgments may appear in dedicated sections (e.g., Acknowledgments or Funding), in author affiliations or footnotes, or even in the main text or footnotes of the article.","Predefined list (select one
answer): yes, no",Agreement: 5/8. Note: REPLACE,5,3,0
Pollo_2024,DEV,11-Apr-25,ML,8,GOLD STANDARD,Funding sources,Organisations and bodies that funded the study are listed.,"Predefined list (select one
answer): Yes, No funding sources
recorded",Note: manually extracted for this project,,,0
Pollo_2024,DEV,11-Apr-25,ML,9,1,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one
answer): yes, no",Agreement: 7/8,7,1,0
Pollo_2024,DEV,11-Apr-25,ML,9,2,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links. Supplementary materials are sometimes called Supporting Material or Appendix or Additional File.","Predefined list (select one
answer): yes, no",Agreement: 7/8. Note: FINISHED,7,1,0
Pollo_2024,DEV,11-Apr-25,ML,9,GOLD STANDARD,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one
answer): Yes, No",Note: manually extracted for this project,,,0
Pollo_2024,TEST,11-Apr-25,ML,9,GOLD STANDARD,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links.","Predefined list (select one
answer): Yes, No",Note: ,,,0
Pollo_2024,TEST,11-Apr-25,ML,9,TEST,Supplementary materials,"Whether the article contains mentions of online supplementary materials (additional details of methods, data, code, etc.). Supplementary materials can be either appended at the end or stored in separate files or accessible online links. Supplementary materials are sometimes called Supporting Material or Appendix or Additional File.","yes, no",Agreement: 8/8,8,0,0
Pollo_2024,DEV,11-Apr-25,ML,10,1,Data shared,Data necessary to reproduce results are provided,"adequate, substandard, insufficient, not applicable",Agreement: 5/8,5,3,0
Pollo_2024,DEV,11-Apr-25,ML,10,2,Data shared,"Data necessary to reproduce results are provided. Whether the raw data used for analyses presented in the article has been shared either in supplementary materials, appendix, or as a link to an external file repository. Select ""adequate"" answer If there any mention of collected data available in a table at other places, such as files or online. Note that sometimes all data is within main text as a table, sometimes it os partial or just summary data (not raw collected data). If data is available on request, it should be coded as “insufficient”","adequate, substandard, insufficient, not applicable",Agreement: 4/8,4,4,0
Pollo_2024,DEV,11-Apr-25,ML,10,3,Data shared,"Whether the raw data used for analyses presented in the article has been publicly shared. Select ""Yes"" answer if there is any mention of the raw collected data being shared, for example, in supplementary materials or appendices, as downloadable tables or files, via links to external repositories or websites, as full datasets embedded in the article (e.g., detailed data tables in the main text). Raw data refers to the original collected data that underlies the analyses - not just summary statistics, graphs, or processed outputs. Select ""No"" answer if the data is only available upon request, the data is only shared in summarized or aggregated form, there is no clear mention of shared raw data.","adequate, substandard, insufficient, not applicable",Agreement: 4/8,4,4,0
Pollo_2024,DEV,11-Apr-25,ML,10,4,Data shared,"Whether the underlying data characterising primary articles included and/or analyses in the review has been shared in the article or elsewhere, at at what level of completeness or accessibility.","adequate, substandard, insufficient, not applicable",Agreement: 4/8,4,4,0
Pollo_2024,DEV,11-Apr-25,ML,10,5,Data shared,"Code whether the article mentions or includes underlying data used to characterize the primary articles included in the review and/or the data used for analyses presented in the review has been shared, either within the article or elsewhere (e.g., in supplementary materials, appendices, external repositories, or linked files). Code at at what level of completeness or accessibility raw data is shared..","adequate, substandard, insufficient, not applicable",Agreement: 5/8. Note: REPLACE VARIABLE,5,3,0
Pollo_2024,DEV,11-Apr-25,ML,10,GOLD STANDARD,Data shared,Data necessary to reproduce results are provided,"Predefined list (select one answer): Adequate, Substandard, Insufficient, Not applicable","Note: column ""Main data"". one study only shares partial data (assessments) and another has all data in the main text as a table",,,0
Pollo_2024,DEV,11-Apr-25,ML,11,1,Search sources,Sources used to conduct literature searches are listed. Predefined list (select one or more answers).," Web of Science, Scopus, other databases that cover only published studies, other databases that also cover grey literature, Google Scholar, backward citations of key papers, forward citations of key papers, backward citations of initially selected papers, forward citations of initially selected papers, unclear/other",Agreement: 1/8. Note: change answer to free text,1,7,0
Pollo_2024,DEV,11-Apr-25,ML,11,2,Search sources,"Online databases and other source used in searches. Code as a list of names of sources separated by commas if sources are listed in the review. Ignore sources of grey literature. Code Web of Knowledge as Web of Science (correct alternative name). Code as ""No search sources found"", without additional comments, if the names of search sources cannot be found in the review. ",,Agreement: 7/8. Note: answers need claning - refine.,7,1,0
Pollo_2024,DEV,11-Apr-25,ML,11,3,Search sources,"Online databases and other source used in searches. Code as a list of names of sources separated by commas if sources are listed in the review. Ignore sources of grey literature. Code Web of Knowledge as Web of Science (correct alternative name). Code as ""No search sources found"", without additional comments, if the names of search sources cannot be found in the review. Do not add text on context or comments.",,Agreement: 7/8. Note: FINISHED,7,1,0
Pollo_2024,DEV,11-Apr-25,ML,11,GOLD STANDARD,Search sources,Sources to conduct literature searches are listed,"Predefined list (select one or more answers): Unclear, Web of Science, Scopus, Other databases that cover only published studies, Other databases that also cover grey literature, Google Scholar, Backward citations of key
papers, Forward citations of key papers, Backward citations of initially selected papers, Forward citations of initially selected papers, Other",Note: manually extracted for this project,,,0
Pollo_2024,TEST,11-Apr-25,ML,11,GOLD STANDARD,Search sources,Sources to conduct literature searches are listed,"Predefined list (select one or more answers): Unclear, Web of Science, Scopus, Other databases that cover only published studies, Other databases that also cover grey literature, Google Scholar, Backward citations of key
papers, Forward citations of key papers, Backward citations of initially selected papers, Forward citations of initially selected papers, Other",Note: ,,,0
Pollo_2024,TEST,11-Apr-25,ML,11,TEST,Search sources,"Online databases and other source used in searches. Code as a list of names of sources separated by commas if sources are listed in the review. Ignore sources of grey literature. Code Web of Knowledge as Web of Science (correct alternative name). Code as ""No search sources found"", without additional comments, if the names of search sources cannot be found in the review. Do not add text on context or comments.",,Agreement: 7/8,7,1,0
Pollo_2024,DEV,11-Apr-25,ML,12,1,Registered protocol,"Code whether the study has been registered, pre-registered or is based on a pre-defined protocol or study plan.","Predefined list (select one answer): yes, no",Agreement: 8/8. Note: FINISHED,8,0,0
